"lit_prev","crates","cluster","LP","pig_prev"
"16775",0.812352941176471,102,0.8,"TLP",0.8
"16776",0.862374509803922,102,0.8,"TLP",0.85
"16777",0.912082352941176,102,0.8,"TLP",0.9
"16778",0.961325490196078,102,0.8,"TLP",0.95
"16779",1,102,0.8,"TLP",1
"16780",0.0135725490196078,102,1,"TLP",0.01
"16781",0.054556862745098,102,1,"TLP",0.05
"16782",0.104588235294118,102,1,"TLP",0.1
"16783",0.154888235294118,102,1,"TLP",0.15
"16784",0.204401960784314,102,1,"TLP",0.2
"16785",0.2546,102,1,"TLP",0.25
"16786",0.304666666666667,102,1,"TLP",0.3
"16787",0.354798039215686,102,1,"TLP",0.35
"16788",0.40441568627451,102,1,"TLP",0.4
"16789",0.454249019607843,102,1,"TLP",0.45
"16790",0.504201960784314,102,1,"TLP",0.5
"16791",0.554780392156863,102,1,"TLP",0.55
"16792",0.604188235294118,102,1,"TLP",0.6
"16793",0.654576470588235,102,1,"TLP",0.65
"16794",0.704343137254902,102,1,"TLP",0.7
"16795",0.754127450980392,102,1,"TLP",0.75
"16796",0.8044,102,1,"TLP",0.8
"16797",0.854092156862745,102,1,"TLP",0.85
"16798",0.904358823529412,102,1,"TLP",0.9
"16799",0.954274509803922,102,1,"TLP",0.95
"16800",1,102,1,"TLP",1
"16801",0.1,10,0.01,"TLP",0.01
"16802",0.43884,10,0.01,"TLP",0.05
"16803",0.67458,10,0.01,"TLP",0.1
"16804",0.8111,10,0.01,"TLP",0.15
"16805",0.8882,10,0.01,"TLP",0.2
"16806",0.93196,10,0.01,"TLP",0.25
"16807",0.95684,10,0.01,"TLP",0.3
"16808",0.97202,10,0.01,"TLP",0.35
"16809",0.98206,10,0.01,"TLP",0.4
"16810",0.98732,10,0.01,"TLP",0.45
"16811",0.99178,10,0.01,"TLP",0.5
"16812",0.99378,10,0.01,"TLP",0.55
"16813",0.996,10,0.01,"TLP",0.6
"16814",0.99716,10,0.01,"TLP",0.65
"16815",0.99814,10,0.01,"TLP",0.7
"16816",0.99848,10,0.01,"TLP",0.75
"16817",0.99926,10,0.01,"TLP",0.8
"16818",0.9994,10,0.01,"TLP",0.85
"16819",0.99938,10,0.01,"TLP",0.9
"16820",0.99958,10,0.01,"TLP",0.95
"16821",0.9998,10,0.01,"TLP",1
"16822",0.10002,10,0.2,"TLP",0.01
"16823",0.38494,10,0.2,"TLP",0.05
"16824",0.55254,10,0.2,"TLP",0.1
"16825",0.65164,10,0.2,"TLP",0.15
"16826",0.72004,10,0.2,"TLP",0.2
"16827",0.76528,10,0.2,"TLP",0.25
"16828",0.80714,10,0.2,"TLP",0.3
"16829",0.84086,10,0.2,"TLP",0.35
"16830",0.86658,10,0.2,"TLP",0.4
"16831",0.89476,10,0.2,"TLP",0.45
"16832",0.91664,10,0.2,"TLP",0.5
"16833",0.9353,10,0.2,"TLP",0.55
"16834",0.9525,10,0.2,"TLP",0.6
"16835",0.96716,10,0.2,"TLP",0.65
"16836",0.97874,10,0.2,"TLP",0.7
"16837",0.9872,10,0.2,"TLP",0.75
"16838",0.99234,10,0.2,"TLP",0.8
"16839",0.99708,10,0.2,"TLP",0.85
"16840",0.99864,10,0.2,"TLP",0.9
"16841",0.99984,10,0.2,"TLP",0.95
"16842",1,10,0.2,"TLP",1
"16843",0.1,10,0.63,"TLP",0.01
"16844",0.22974,10,0.63,"TLP",0.05
"16845",0.29032,10,0.63,"TLP",0.1
"16846",0.3386,10,0.63,"TLP",0.15
"16847",0.38778,10,0.63,"TLP",0.2
"16848",0.4364,10,0.63,"TLP",0.25
"16849",0.48302,10,0.63,"TLP",0.3
"16850",0.5321,10,0.63,"TLP",0.35
"16851",0.58064,10,0.63,"TLP",0.4
"16852",0.62826,10,0.63,"TLP",0.45
"16853",0.67482,10,0.63,"TLP",0.5
"16854",0.72124,10,0.63,"TLP",0.55
"16855",0.7642,10,0.63,"TLP",0.6
"16856",0.81126,10,0.63,"TLP",0.65
"16857",0.85468,10,0.63,"TLP",0.7
"16858",0.89722,10,0.63,"TLP",0.75
"16859",0.93212,10,0.63,"TLP",0.8
"16860",0.96572,10,0.63,"TLP",0.85
"16861",0.98936,10,0.63,"TLP",0.9
"16862",0.9992,10,0.63,"TLP",0.95
"16863",1,10,0.63,"TLP",1
"16864",0.1,10,0.8,"TLP",0.01
"16865",0.17638,10,0.8,"TLP",0.05
"16866",0.22398,10,0.8,"TLP",0.1
"16867",0.2768,10,0.8,"TLP",0.15
"16868",0.32288,10,0.8,"TLP",0.2
"16869",0.37486,10,0.8,"TLP",0.25
"16870",0.42192,10,0.8,"TLP",0.3
"16871",0.47358,10,0.8,"TLP",0.35
"16872",0.5203,10,0.8,"TLP",0.4
"16873",0.56738,10,0.8,"TLP",0.45
"16874",0.61618,10,0.8,"TLP",0.5
"16875",0.66552,10,0.8,"TLP",0.55
"16876",0.71092,10,0.8,"TLP",0.6
"16877",0.7611,10,0.8,"TLP",0.65
"16878",0.80908,10,0.8,"TLP",0.7
"16879",0.85464,10,0.8,"TLP",0.75
"16880",0.89906,10,0.8,"TLP",0.8
"16881",0.93986,10,0.8,"TLP",0.85
"16882",0.97692,10,0.8,"TLP",0.9
"16883",0.99866,10,0.8,"TLP",0.95
"16884",1,10,0.8,"TLP",1
"16885",0.1,10,1,"TLP",0.01
"16886",0.10166,10,1,"TLP",0.05
"16887",0.13676,10,1,"TLP",0.1
"16888",0.20278,10,1,"TLP",0.15
"16889",0.24056,10,1,"TLP",0.2
"16890",0.30168,10,1,"TLP",0.25
"16891",0.34448,10,1,"TLP",0.3
"16892",0.39912,10,1,"TLP",0.35
"16893",0.44548,10,1,"TLP",0.4
"16894",0.4967,10,1,"TLP",0.45
"16895",0.54486,10,1,"TLP",0.5
"16896",0.5956,10,1,"TLP",0.55
"16897",0.64564,10,1,"TLP",0.6
"16898",0.69552,10,1,"TLP",0.65
"16899",0.74514,10,1,"TLP",0.7
"16900",0.7945,10,1,"TLP",0.75
"16901",0.84344,10,1,"TLP",0.8
"16902",0.89464,10,1,"TLP",0.85
"16903",0.94558,10,1,"TLP",0.9
"16904",0.99764,10,1,"TLP",0.95
"16905",1,10,1,"TLP",1
"16906",0.0993933333333333,30,0.01,"TLP",0.01
"16907",0.423373333333333,30,0.01,"TLP",0.05
"16908",0.660693333333333,30,0.01,"TLP",0.1
"16909",0.79432,30,0.01,"TLP",0.15
"16910",0.874606666666667,30,0.01,"TLP",0.2
"16911",0.921946666666667,30,0.01,"TLP",0.25
"16912",0.950186666666667,30,0.01,"TLP",0.3
"16913",0.96734,30,0.01,"TLP",0.35
"16914",0.97824,30,0.01,"TLP",0.4
"16915",0.985766666666667,30,0.01,"TLP",0.45
"16916",0.990466666666667,30,0.01,"TLP",0.5
"16917",0.993,30,0.01,"TLP",0.55
"16918",0.995406666666667,30,0.01,"TLP",0.6
"16919",0.99688,30,0.01,"TLP",0.65
"16920",0.997886666666667,30,0.01,"TLP",0.7
"16921",0.998573333333333,30,0.01,"TLP",0.75
"16922",0.999006666666667,30,0.01,"TLP",0.8
"16923",0.999473333333333,30,0.01,"TLP",0.85
"16924",0.999773333333333,30,0.01,"TLP",0.9
"16925",0.99984,30,0.01,"TLP",0.95
"16926",0.999926666666667,30,0.01,"TLP",1
"16927",0.0894666666666667,30,0.2,"TLP",0.01
"16928",0.264246666666667,30,0.2,"TLP",0.05
"16929",0.353633333333333,30,0.2,"TLP",0.1
"16930",0.408846666666667,30,0.2,"TLP",0.15
"16931",0.458806666666667,30,0.2,"TLP",0.2
"16932",0.505533333333333,30,0.2,"TLP",0.25
"16933",0.551166666666667,30,0.2,"TLP",0.3
"16934",0.59816,30,0.2,"TLP",0.35
"16935",0.644273333333333,30,0.2,"TLP",0.4
"16936",0.68896,30,0.2,"TLP",0.45
"16937",0.732673333333333,30,0.2,"TLP",0.5
"16938",0.775866666666667,30,0.2,"TLP",0.55
"16939",0.816353333333333,30,0.2,"TLP",0.6
"16940",0.856446666666667,30,0.2,"TLP",0.65
"16941",0.893366666666667,30,0.2,"TLP",0.7
"16942",0.927706666666667,30,0.2,"TLP",0.75
"16943",0.955833333333333,30,0.2,"TLP",0.8
"16944",0.978073333333333,30,0.2,"TLP",0.85
"16945",0.992306666666667,30,0.2,"TLP",0.9
"16946",0.998933333333333,30,0.2,"TLP",0.95
"16947",0.999993333333333,30,0.2,"TLP",1
"16948",0.06288,30,0.63,"TLP",0.01
"16949",0.118293333333333,30,0.63,"TLP",0.05
"16950",0.168433333333333,30,0.63,"TLP",0.1
"16951",0.217446666666667,30,0.63,"TLP",0.15
"16952",0.267653333333333,30,0.63,"TLP",0.2
"16953",0.31844,30,0.63,"TLP",0.25
"16954",0.367986666666667,30,0.63,"TLP",0.3
"16955",0.41744,30,0.63,"TLP",0.35
"16956",0.466493333333333,30,0.63,"TLP",0.4
"16957",0.51674,30,0.63,"TLP",0.45
"16958",0.566033333333333,30,0.63,"TLP",0.5
"16959",0.614533333333333,30,0.63,"TLP",0.55
"16960",0.664373333333333,30,0.63,"TLP",0.6
"16961",0.71412,30,0.63,"TLP",0.65
"16962",0.763113333333333,30,0.63,"TLP",0.7
"16963",0.81156,30,0.63,"TLP",0.75
"16964",0.859653333333333,30,0.63,"TLP",0.8
"16965",0.905706666666667,30,0.63,"TLP",0.85
"16966",0.950386666666667,30,0.63,"TLP",0.9
"16967",0.987933333333333,30,0.63,"TLP",0.95
"16968",1,30,0.63,"TLP",1
"16969",0.0504933333333333,30,0.8,"TLP",0.01
"16970",0.0938533333333333,30,0.8,"TLP",0.05
"16971",0.143546666666667,30,0.8,"TLP",0.1
"16972",0.193726666666667,30,0.8,"TLP",0.15
"16973",0.24332,30,0.8,"TLP",0.2
"16974",0.292886666666667,30,0.8,"TLP",0.25
"16975",0.343186666666667,30,0.8,"TLP",0.3
"16976",0.39286,30,0.8,"TLP",0.35
"16977",0.44288,30,0.8,"TLP",0.4
"16978",0.491953333333333,30,0.8,"TLP",0.45
"16979",0.542086666666667,30,0.8,"TLP",0.5
"16980",0.59202,30,0.8,"TLP",0.55
"16981",0.641326666666667,30,0.8,"TLP",0.6
"16982",0.691973333333333,30,0.8,"TLP",0.65
"16983",0.741046666666667,30,0.8,"TLP",0.7
"16984",0.790886666666667,30,0.8,"TLP",0.75
"16985",0.839146666666667,30,0.8,"TLP",0.8
"16986",0.887666666666667,30,0.8,"TLP",0.85
"16987",0.936013333333333,30,0.8,"TLP",0.9
"16988",0.979806666666667,30,0.8,"TLP",0.95
"16989",1,30,0.8,"TLP",1
"16990",0.0333333333333333,30,1,"TLP",0.01
"16991",0.0679266666666667,30,1,"TLP",0.05
"16992",0.1141,30,1,"TLP",0.1
"16993",0.166266666666667,30,1,"TLP",0.15
"16994",0.21518,30,1,"TLP",0.2
"16995",0.266206666666667,30,1,"TLP",0.25
"16996",0.315666666666667,30,1,"TLP",0.3
"16997",0.365613333333333,30,1,"TLP",0.35
"16998",0.415086666666667,30,1,"TLP",0.4
"16999",0.46572,30,1,"TLP",0.45
"17000",0.51496,30,1,"TLP",0.5
"17001",0.56512,30,1,"TLP",0.55
"17002",0.614613333333333,30,1,"TLP",0.6
"17003",0.66454,30,1,"TLP",0.65
"17004",0.714986666666667,30,1,"TLP",0.7
"17005",0.764913333333333,30,1,"TLP",0.75
"17006",0.814206666666667,30,1,"TLP",0.8
"17007",0.86404,30,1,"TLP",0.85
"17008",0.915126666666667,30,1,"TLP",0.9
"17009",0.96414,30,1,"TLP",0.95
"17010",1,30,1,"TLP",1
"17011",0.102317857142857,56,0.01,"TLP",0.01
"17012",0.417114285714286,56,0.01,"TLP",0.05
"17013",0.648267857142857,56,0.01,"TLP",0.1
"17014",0.781864285714286,56,0.01,"TLP",0.15
"17015",0.860478571428571,56,0.01,"TLP",0.2
"17016",0.909903571428571,56,0.01,"TLP",0.25
"17017",0.939896428571429,56,0.01,"TLP",0.3
"17018",0.959764285714286,56,0.01,"TLP",0.35
"17019",0.972092857142857,56,0.01,"TLP",0.4
"17020",0.980392857142857,56,0.01,"TLP",0.45
"17021",0.986778571428571,56,0.01,"TLP",0.5
"17022",0.990446428571429,56,0.01,"TLP",0.55
"17023",0.993521428571429,56,0.01,"TLP",0.6
"17024",0.995617857142857,56,0.01,"TLP",0.65
"17025",0.99695,56,0.01,"TLP",0.7
"17026",0.9982,56,0.01,"TLP",0.75
"17027",0.998764285714286,56,0.01,"TLP",0.8
"17028",0.9994,56,0.01,"TLP",0.85
"17029",0.999692857142857,56,0.01,"TLP",0.9
"17030",0.999857142857143,56,0.01,"TLP",0.95
"17031",0.999946428571429,56,0.01,"TLP",1
"17032",0.0811071428571428,56,0.2,"TLP",0.01
"17033",0.19275,56,0.2,"TLP",0.05
"17034",0.251814285714286,56,0.2,"TLP",0.1
"17035",0.301660714285714,56,0.2,"TLP",0.15
"17036",0.3502,56,0.2,"TLP",0.2
"17037",0.399167857142857,56,0.2,"TLP",0.25
"17038",0.44885,56,0.2,"TLP",0.3
"17039",0.497792857142857,56,0.2,"TLP",0.35
"17040",0.545792857142857,56,0.2,"TLP",0.4
"17041",0.593364285714286,56,0.2,"TLP",0.45
"17042",0.641221428571429,56,0.2,"TLP",0.5
"17043",0.689389285714286,56,0.2,"TLP",0.55
"17044",0.736832142857143,56,0.2,"TLP",0.6
"17045",0.783585714285714,56,0.2,"TLP",0.65
"17046",0.828292857142857,56,0.2,"TLP",0.7
"17047",0.871839285714286,56,0.2,"TLP",0.75
"17048",0.912989285714286,56,0.2,"TLP",0.8
"17049",0.949828571428571,56,0.2,"TLP",0.85
"17050",0.979664285714286,56,0.2,"TLP",0.9
"17051",0.996646428571429,56,0.2,"TLP",0.95
"17052",1,56,0.2,"TLP",1
"17053",0.0444214285714286,56,0.63,"TLP",0.01
"17054",0.0874857142857143,56,0.63,"TLP",0.05
"17055",0.137432142857143,56,0.63,"TLP",0.1
"17056",0.187889285714286,56,0.63,"TLP",0.15
"17057",0.236942857142857,56,0.63,"TLP",0.2
"17058",0.287103571428571,56,0.63,"TLP",0.25
"17059",0.336578571428571,56,0.63,"TLP",0.3
"17060",0.386114285714286,56,0.63,"TLP",0.35
"17061",0.436639285714286,56,0.63,"TLP",0.4
"17062",0.486517857142857,56,0.63,"TLP",0.45
"17063",0.536182142857143,56,0.63,"TLP",0.5
"17064",0.585821428571429,56,0.63,"TLP",0.55
"17065",0.635796428571429,56,0.63,"TLP",0.6
"17066",0.686221428571429,56,0.63,"TLP",0.65
"17067",0.735557142857143,56,0.63,"TLP",0.7
"17068",0.785139285714286,56,0.63,"TLP",0.75
"17069",0.833871428571429,56,0.63,"TLP",0.8
"17070",0.88335,56,0.63,"TLP",0.85
"17071",0.931553571428571,56,0.63,"TLP",0.9
"17072",0.976546428571429,56,0.63,"TLP",0.95
"17073",1,56,0.63,"TLP",1
"17074",0.0335571428571429,56,0.8,"TLP",0.01
"17075",0.0740321428571429,56,0.8,"TLP",0.05
"17076",0.123603571428571,56,0.8,"TLP",0.1
"17077",0.173317857142857,56,0.8,"TLP",0.15
"17078",0.223596428571429,56,0.8,"TLP",0.2
"17079",0.273146428571429,56,0.8,"TLP",0.25
"17080",0.323446428571429,56,0.8,"TLP",0.3
"17081",0.373289285714286,56,0.8,"TLP",0.35
"17082",0.423053571428571,56,0.8,"TLP",0.4
"17083",0.472771428571429,56,0.8,"TLP",0.45
"17084",0.523757142857143,56,0.8,"TLP",0.5
"17085",0.573353571428571,56,0.8,"TLP",0.55
"17086",0.6225,56,0.8,"TLP",0.6
"17087",0.673260714285714,56,0.8,"TLP",0.65
"17088",0.7219,56,0.8,"TLP",0.7
"17089",0.772917857142857,56,0.8,"TLP",0.75
"17090",0.821710714285714,56,0.8,"TLP",0.8
"17091",0.871610714285714,56,0.8,"TLP",0.85
"17092",0.920860714285714,56,0.8,"TLP",0.9
"17093",0.968728571428571,56,0.8,"TLP",0.95
"17094",1,56,0.8,"TLP",1
"17095",0.0182785714285714,56,1,"TLP",0.01
"17096",0.0577964285714286,56,1,"TLP",0.05
"17097",0.10855,56,1,"TLP",0.1
"17098",0.158553571428571,56,1,"TLP",0.15
"17099",0.208328571428571,56,1,"TLP",0.2
"17100",0.258271428571429,56,1,"TLP",0.25
"17101",0.308267857142857,56,1,"TLP",0.3
"17102",0.357964285714286,56,1,"TLP",0.35
"17103",0.408446428571429,56,1,"TLP",0.4
"17104",0.458314285714286,56,1,"TLP",0.45
"17105",0.508532142857143,56,1,"TLP",0.5
"17106",0.558053571428571,56,1,"TLP",0.55
"17107",0.608057142857143,56,1,"TLP",0.6
"17108",0.657992857142857,56,1,"TLP",0.65
"17109",0.707942857142857,56,1,"TLP",0.7
"17110",0.758135714285714,56,1,"TLP",0.75
"17111",0.808110714285714,56,1,"TLP",0.8
"17112",0.857785714285714,56,1,"TLP",0.85
"17113",0.907875,56,1,"TLP",0.9
"17114",0.958417857142857,56,1,"TLP",0.95
"17115",1,56,1,"TLP",1
"17116",0.105075,80,0.01,"TLP",0.01
"17117",0.4114,80,0.01,"TLP",0.05
"17118",0.6351475,80,0.01,"TLP",0.1
"17119",0.766245,80,0.01,"TLP",0.15
"17120",0.8440675,80,0.01,"TLP",0.2
"17121",0.8926825,80,0.01,"TLP",0.25
"17122",0.9254925,80,0.01,"TLP",0.3
"17123",0.9474425,80,0.01,"TLP",0.35
"17124",0.962255,80,0.01,"TLP",0.4
"17125",0.97292,80,0.01,"TLP",0.45
"17126",0.9804925,80,0.01,"TLP",0.5
"17127",0.986255,80,0.01,"TLP",0.55
"17128",0.9906,80,0.01,"TLP",0.6
"17129",0.99352,80,0.01,"TLP",0.65
"17130",0.9957875,80,0.01,"TLP",0.7
"17131",0.9973975,80,0.01,"TLP",0.75
"17132",0.9983675,80,0.01,"TLP",0.8
"17133",0.9991675,80,0.01,"TLP",0.85
"17134",0.999655,80,0.01,"TLP",0.9
"17135",0.9998775,80,0.01,"TLP",0.95
"17136",0.99998,80,0.01,"TLP",1
"17137",0.07423,80,0.2,"TLP",0.01
"17138",0.1571675,80,0.2,"TLP",0.05
"17139",0.2088,80,0.2,"TLP",0.1
"17140",0.2591025,80,0.2,"TLP",0.15
"17141",0.3087,80,0.2,"TLP",0.2
"17142",0.35789,80,0.2,"TLP",0.25
"17143",0.407875,80,0.2,"TLP",0.3
"17144",0.4570075,80,0.2,"TLP",0.35
"17145",0.506375,80,0.2,"TLP",0.4
"17146",0.5552525,80,0.2,"TLP",0.45
"17147",0.6041925,80,0.2,"TLP",0.5
"17148",0.6526775,80,0.2,"TLP",0.55
"17149",0.7017475,80,0.2,"TLP",0.6
"17150",0.7490375,80,0.2,"TLP",0.65
"17151",0.7964225,80,0.2,"TLP",0.7
"17152",0.842975,80,0.2,"TLP",0.75
"17153",0.8883075,80,0.2,"TLP",0.8
"17154",0.931335,80,0.2,"TLP",0.85
"17155",0.96835,80,0.2,"TLP",0.9
"17156",0.993755,80,0.2,"TLP",0.95
"17157",1,80,0.2,"TLP",1
"17158",0.035865,80,0.63,"TLP",0.01
"17159",0.0763575,80,0.63,"TLP",0.05
"17160",0.1264375,80,0.63,"TLP",0.1
"17161",0.176185,80,0.63,"TLP",0.15
"17162",0.226225,80,0.63,"TLP",0.2
"17163",0.2761325,80,0.63,"TLP",0.25
"17164",0.325785,80,0.63,"TLP",0.3
"17165",0.3757075,80,0.63,"TLP",0.35
"17166",0.4256775,80,0.63,"TLP",0.4
"17167",0.4754975,80,0.63,"TLP",0.45
"17168",0.525795,80,0.63,"TLP",0.5
"17169",0.5757625,80,0.63,"TLP",0.55
"17170",0.62586,80,0.63,"TLP",0.6
"17171",0.675235,80,0.63,"TLP",0.65
"17172",0.72551,80,0.63,"TLP",0.7
"17173",0.7753875,80,0.63,"TLP",0.75
"17174",0.8245425,80,0.63,"TLP",0.8
"17175",0.8740975,80,0.63,"TLP",0.85
"17176",0.923095,80,0.63,"TLP",0.9
"17177",0.97084,80,0.63,"TLP",0.95
"17178",1,80,0.63,"TLP",1
"17179",0.02675,80,0.8,"TLP",0.01
"17180",0.06658,80,0.8,"TLP",0.05
"17181",0.116725,80,0.8,"TLP",0.1
"17182",0.1666725,80,0.8,"TLP",0.15
"17183",0.2160925,80,0.8,"TLP",0.2
"17184",0.266445,80,0.8,"TLP",0.25
"17185",0.31599,80,0.8,"TLP",0.3
"17186",0.36626,80,0.8,"TLP",0.35
"17187",0.4159625,80,0.8,"TLP",0.4
"17188",0.4658575,80,0.8,"TLP",0.45
"17189",0.5162,80,0.8,"TLP",0.5
"17190",0.5661175,80,0.8,"TLP",0.55
"17191",0.616275,80,0.8,"TLP",0.6
"17192",0.6661275,80,0.8,"TLP",0.65
"17193",0.71546,80,0.8,"TLP",0.7
"17194",0.7656925,80,0.8,"TLP",0.75
"17195",0.815565,80,0.8,"TLP",0.8
"17196",0.8656775,80,0.8,"TLP",0.85
"17197",0.91522,80,0.8,"TLP",0.9
"17198",0.96382,80,0.8,"TLP",0.95
"17199",1,80,0.8,"TLP",1
"17200",0.014315,80,1,"TLP",0.01
"17201",0.055835,80,1,"TLP",0.05
"17202",0.1059575,80,1,"TLP",0.1
"17203",0.1559525,80,1,"TLP",0.15
"17204",0.2058575,80,1,"TLP",0.2
"17205",0.2559,80,1,"TLP",0.25
"17206",0.3057475,80,1,"TLP",0.3
"17207",0.35551,80,1,"TLP",0.35
"17208",0.4058675,80,1,"TLP",0.4
"17209",0.4561625,80,1,"TLP",0.45
"17210",0.505745,80,1,"TLP",0.5
"17211",0.5553825,80,1,"TLP",0.55
"17212",0.6056475,80,1,"TLP",0.6
"17213",0.655365,80,1,"TLP",0.65
"17214",0.7056625,80,1,"TLP",0.7
"17215",0.7555675,80,1,"TLP",0.75
"17216",0.8051225,80,1,"TLP",0.8
"17217",0.855775,80,1,"TLP",0.85
"17218",0.9053675,80,1,"TLP",0.9
"17219",0.9555375,80,1,"TLP",0.95
"17220",1,80,1,"TLP",1
"17221",0.102637254901961,102,0.01,"TLP",0.01
"17222",0.404117647058824,102,0.01,"TLP",0.05
"17223",0.62286862745098,102,0.01,"TLP",0.1
"17224",0.748409803921569,102,0.01,"TLP",0.15
"17225",0.826025490196078,102,0.01,"TLP",0.2
"17226",0.87516862745098,102,0.01,"TLP",0.25
"17227",0.909476470588235,102,0.01,"TLP",0.3
"17228",0.933782352941177,102,0.01,"TLP",0.35
"17229",0.950927450980392,102,0.01,"TLP",0.4
"17230",0.963676470588235,102,0.01,"TLP",0.45
"17231",0.97353137254902,102,0.01,"TLP",0.5
"17232",0.980443137254902,102,0.01,"TLP",0.55
"17233",0.986562745098039,102,0.01,"TLP",0.6
"17234",0.990825490196078,102,0.01,"TLP",0.65
"17235",0.993837254901961,102,0.01,"TLP",0.7
"17236",0.996164705882353,102,0.01,"TLP",0.75
"17237",0.997935294117647,102,0.01,"TLP",0.8
"17238",0.998850980392157,102,0.01,"TLP",0.85
"17239",0.999527450980392,102,0.01,"TLP",0.9
"17240",0.999860784313725,102,0.01,"TLP",0.95
"17241",0.999966666666667,102,0.01,"TLP",1
"17242",0.0666411764705882,102,0.2,"TLP",0.01
"17243",0.136501960784314,102,0.2,"TLP",0.05
"17244",0.186662745098039,102,0.2,"TLP",0.1
"17245",0.236664705882353,102,0.2,"TLP",0.15
"17246",0.286709803921569,102,0.2,"TLP",0.2
"17247",0.336482352941176,102,0.2,"TLP",0.25
"17248",0.385801960784314,102,0.2,"TLP",0.3
"17249",0.435319607843137,102,0.2,"TLP",0.35
"17250",0.4847,102,0.2,"TLP",0.4
"17251",0.534701960784314,102,0.2,"TLP",0.45
"17252",0.583762745098039,102,0.2,"TLP",0.5
"17253",0.633086274509804,102,0.2,"TLP",0.55
"17254",0.682209803921569,102,0.2,"TLP",0.6
"17255",0.730607843137255,102,0.2,"TLP",0.65
"17256",0.779005882352941,102,0.2,"TLP",0.7
"17257",0.826650980392157,102,0.2,"TLP",0.75
"17258",0.87358431372549,102,0.2,"TLP",0.8
"17259",0.918796078431373,102,0.2,"TLP",0.85
"17260",0.960009803921569,102,0.2,"TLP",0.9
"17261",0.990980392156863,102,0.2,"TLP",0.95
"17262",1,102,0.2,"TLP",1
"17263",0.0304627450980392,102,0.63,"TLP",0.01
"17264",0.0709294117647059,102,0.63,"TLP",0.05
"17265",0.120433333333333,102,0.63,"TLP",0.1
"17266",0.170572549019608,102,0.63,"TLP",0.15
"17267",0.220852941176471,102,0.63,"TLP",0.2
"17268",0.27043137254902,102,0.63,"TLP",0.25
"17269",0.32056862745098,102,0.63,"TLP",0.3
"17270",0.370321568627451,102,0.63,"TLP",0.35
"17271",0.420329411764706,102,0.63,"TLP",0.4
"17272",0.470623529411765,102,0.63,"TLP",0.45
"17273",0.520117647058824,102,0.63,"TLP",0.5
"17274",0.570098039215686,102,0.63,"TLP",0.55
"17275",0.620529411764706,102,0.63,"TLP",0.6
"17276",0.669680392156863,102,0.63,"TLP",0.65
"17277",0.719933333333333,102,0.63,"TLP",0.7
"17278",0.770005882352941,102,0.63,"TLP",0.75
"17279",0.819343137254902,102,0.63,"TLP",0.8
"17280",0.86926862745098,102,0.63,"TLP",0.85
"17281",0.918729411764706,102,0.63,"TLP",0.9
"17282",0.967117647058824,102,0.63,"TLP",0.95
"17283",1,102,0.63,"TLP",1
"17284",0.0227137254901961,102,0.8,"TLP",0.01
"17285",0.063243137254902,102,0.8,"TLP",0.05
"17286",0.112780392156863,102,0.8,"TLP",0.1
"17287",0.163037254901961,102,0.8,"TLP",0.15
"17288",0.2129,102,0.8,"TLP",0.2
"17289",0.263009803921569,102,0.8,"TLP",0.25
"17290",0.312590196078431,102,0.8,"TLP",0.3
"17291",0.363198039215686,102,0.8,"TLP",0.35
"17292",0.412923529411765,102,0.8,"TLP",0.4
"17293",0.462754901960784,102,0.8,"TLP",0.45
"17294",0.5126,102,0.8,"TLP",0.5
"17295",0.562450980392157,102,0.8,"TLP",0.55
"17296",0.612854901960784,102,0.8,"TLP",0.6
"17297",0.662652941176471,102,0.8,"TLP",0.65
"17298",0.712635294117647,102,0.8,"TLP",0.7
"17299",0.762617647058824,102,0.8,"TLP",0.75
"17300",0.812352941176471,102,0.8,"TLP",0.8
"17301",0.862374509803922,102,0.8,"TLP",0.85
"17302",0.912082352941176,102,0.8,"TLP",0.9
"17303",0.961325490196078,102,0.8,"TLP",0.95
"17304",1,102,0.8,"TLP",1
"17305",0.0135725490196078,102,1,"TLP",0.01
"17306",0.054556862745098,102,1,"TLP",0.05
"17307",0.104588235294118,102,1,"TLP",0.1
"17308",0.154888235294118,102,1,"TLP",0.15
"17309",0.204401960784314,102,1,"TLP",0.2
"17310",0.2546,102,1,"TLP",0.25
"17311",0.304666666666667,102,1,"TLP",0.3
"17312",0.354798039215686,102,1,"TLP",0.35
"17313",0.40441568627451,102,1,"TLP",0.4
"17314",0.454249019607843,102,1,"TLP",0.45
"17315",0.504201960784314,102,1,"TLP",0.5
"17316",0.554780392156863,102,1,"TLP",0.55
"17317",0.604188235294118,102,1,"TLP",0.6
"17318",0.654576470588235,102,1,"TLP",0.65
"17319",0.704343137254902,102,1,"TLP",0.7
"17320",0.754127450980392,102,1,"TLP",0.75
"17321",0.8044,102,1,"TLP",0.8
"17322",0.854092156862745,102,1,"TLP",0.85
"17323",0.904358823529412,102,1,"TLP",0.9
"17324",0.954274509803922,102,1,"TLP",0.95
"17325",1,102,1,"TLP",1
"17326",0.1,10,0.01,"TLP",0.01
"17327",0.43884,10,0.01,"TLP",0.05
"17328",0.67458,10,0.01,"TLP",0.1
"17329",0.8111,10,0.01,"TLP",0.15
"17330",0.8882,10,0.01,"TLP",0.2
"17331",0.93196,10,0.01,"TLP",0.25
"17332",0.95684,10,0.01,"TLP",0.3
"17333",0.97202,10,0.01,"TLP",0.35
