"lit_prev","crates","cluster","LP","pig_prev"
"6195",1,80,1,"ALP",1
"6196",0.00751764705882353,102,0.01,"ALP",0.01
"6197",0.056343137254902,102,0.01,"ALP",0.05
"6198",0.159770588235294,102,0.01,"ALP",0.1
"6199",0.280052941176471,102,0.01,"ALP",0.15
"6200",0.394354901960784,102,0.01,"ALP",0.2
"6201",0.49326862745098,102,0.01,"ALP",0.25
"6202",0.579160784313726,102,0.01,"ALP",0.3
"6203",0.650990196078431,102,0.01,"ALP",0.35
"6204",0.710209803921569,102,0.01,"ALP",0.4
"6205",0.762398039215686,102,0.01,"ALP",0.45
"6206",0.807937254901961,102,0.01,"ALP",0.5
"6207",0.846264705882353,102,0.01,"ALP",0.55
"6208",0.880564705882353,102,0.01,"ALP",0.6
"6209",0.909192156862745,102,0.01,"ALP",0.65
"6210",0.935398039215686,102,0.01,"ALP",0.7
"6211",0.957052941176471,102,0.01,"ALP",0.75
"6212",0.973923529411765,102,0.01,"ALP",0.8
"6213",0.986366666666667,102,0.01,"ALP",0.85
"6214",0.994662745098039,102,0.01,"ALP",0.9
"6215",0.99888431372549,102,0.01,"ALP",0.95
"6216",0.999858823529412,102,0.01,"ALP",1
"6217",0.0177470588235294,102,0.2,"ALP",0.01
"6218",0.0797117647058824,102,0.2,"ALP",0.05
"6219",0.130396078431373,102,0.2,"ALP",0.1
"6220",0.179835294117647,102,0.2,"ALP",0.15
"6221",0.230096078431373,102,0.2,"ALP",0.2
"6222",0.279211764705882,102,0.2,"ALP",0.25
"6223",0.329303921568627,102,0.2,"ALP",0.3
"6224",0.378937254901961,102,0.2,"ALP",0.35
"6225",0.428909803921569,102,0.2,"ALP",0.4
"6226",0.478339215686275,102,0.2,"ALP",0.45
"6227",0.52773137254902,102,0.2,"ALP",0.5
"6228",0.578129411764706,102,0.2,"ALP",0.55
"6229",0.627325490196078,102,0.2,"ALP",0.6
"6230",0.676719607843137,102,0.2,"ALP",0.65
"6231",0.726329411764706,102,0.2,"ALP",0.7
"6232",0.775621568627451,102,0.2,"ALP",0.75
"6233",0.824925490196078,102,0.2,"ALP",0.8
"6234",0.873986274509804,102,0.2,"ALP",0.85
"6235",0.922101960784314,102,0.2,"ALP",0.9
"6236",0.969180392156863,102,0.2,"ALP",0.95
"6237",1,102,0.2,"ALP",1
"6238",0.0188745098039216,102,0.63,"ALP",0.01
"6239",0.0593058823529412,102,0.63,"ALP",0.05
"6240",0.108523529411765,102,0.63,"ALP",0.1
"6241",0.158682352941176,102,0.63,"ALP",0.15
"6242",0.20893137254902,102,0.63,"ALP",0.2
"6243",0.258541176470588,102,0.63,"ALP",0.25
"6244",0.308276470588235,102,0.63,"ALP",0.3
"6245",0.357929411764706,102,0.63,"ALP",0.35
"6246",0.407998039215686,102,0.63,"ALP",0.4
"6247",0.458256862745098,102,0.63,"ALP",0.45
"6248",0.50766862745098,102,0.63,"ALP",0.5
"6249",0.557558823529412,102,0.63,"ALP",0.55
"6250",0.608123529411765,102,0.63,"ALP",0.6
"6251",0.657121568627451,102,0.63,"ALP",0.65
"6252",0.707196078431373,102,0.63,"ALP",0.7
"6253",0.757086274509804,102,0.63,"ALP",0.75
"6254",0.806572549019608,102,0.63,"ALP",0.8
"6255",0.856705882352941,102,0.63,"ALP",0.85
"6256",0.906333333333333,102,0.63,"ALP",0.9
"6257",0.955562745098039,102,0.63,"ALP",0.95
"6258",1,102,0.63,"ALP",1
"6259",0.0162137254901961,102,0.8,"ALP",0.01
"6260",0.0565862745098039,102,0.8,"ALP",0.05
"6261",0.106152941176471,102,0.8,"ALP",0.1
"6262",0.156464705882353,102,0.8,"ALP",0.15
"6263",0.206239215686275,102,0.8,"ALP",0.2
"6264",0.25586862745098,102,0.8,"ALP",0.25
"6265",0.305607843137255,102,0.8,"ALP",0.3
"6266",0.355825490196078,102,0.8,"ALP",0.35
"6267",0.405711764705882,102,0.8,"ALP",0.4
"6268",0.455470588235294,102,0.8,"ALP",0.45
"6269",0.505160784313725,102,0.8,"ALP",0.5
"6270",0.555003921568627,102,0.8,"ALP",0.55
"6271",0.605127450980392,102,0.8,"ALP",0.6
"6272",0.654950980392157,102,0.8,"ALP",0.65
"6273",0.70481568627451,102,0.8,"ALP",0.7
"6274",0.754782352941176,102,0.8,"ALP",0.75
"6275",0.8046,102,0.8,"ALP",0.8
"6276",0.854378431372549,102,0.8,"ALP",0.85
"6277",0.904182352941176,102,0.8,"ALP",0.9
"6278",0.953666666666667,102,0.8,"ALP",0.95
"6279",1,102,0.8,"ALP",1
"6280",0.0137254901960784,102,1,"ALP",0.01
"6281",0.0549921568627451,102,1,"ALP",0.05
"6282",0.104892156862745,102,1,"ALP",0.1
"6283",0.15503137254902,102,1,"ALP",0.15
"6284",0.20456862745098,102,1,"ALP",0.2
"6285",0.254549019607843,102,1,"ALP",0.25
"6286",0.304429411764706,102,1,"ALP",0.3
"6287",0.3544,102,1,"ALP",0.35
"6288",0.404080392156863,102,1,"ALP",0.4
"6289",0.453676470588235,102,1,"ALP",0.45
"6290",0.503480392156863,102,1,"ALP",0.5
"6291",0.553972549019608,102,1,"ALP",0.55
"6292",0.603213725490196,102,1,"ALP",0.6
"6293",0.653656862745098,102,1,"ALP",0.65
"6294",0.703272549019608,102,1,"ALP",0.7
"6295",0.752888235294118,102,1,"ALP",0.75
"6296",0.803101960784314,102,1,"ALP",0.8
"6297",0.852619607843137,102,1,"ALP",0.85
"6298",0.902739215686274,102,1,"ALP",0.9
"6299",0.95248431372549,102,1,"ALP",0.95
"6300",1,102,1,"ALP",1
"6301",0.00558,10,0.01,"ALP",0.01
"6302",0.04488,10,0.01,"ALP",0.05
"6303",0.13868,10,0.01,"ALP",0.1
"6304",0.26932,10,0.01,"ALP",0.15
"6305",0.40776,10,0.01,"ALP",0.2
"6306",0.5353,10,0.01,"ALP",0.25
"6307",0.6508,10,0.01,"ALP",0.3
"6308",0.7428,10,0.01,"ALP",0.35
"6309",0.81134,10,0.01,"ALP",0.4
"6310",0.86422,10,0.01,"ALP",0.45
"6311",0.90502,10,0.01,"ALP",0.5
"6312",0.93332,10,0.01,"ALP",0.55
"6313",0.95538,10,0.01,"ALP",0.6
"6314",0.96864,10,0.01,"ALP",0.65
"6315",0.98054,10,0.01,"ALP",0.7
"6316",0.98752,10,0.01,"ALP",0.75
"6317",0.99298,10,0.01,"ALP",0.8
"6318",0.9957,10,0.01,"ALP",0.85
"6319",0.99728,10,0.01,"ALP",0.9
"6320",0.99834,10,0.01,"ALP",0.95
"6321",0.99904,10,0.01,"ALP",1
"6322",0.0063,10,0.2,"ALP",0.01
"6323",0.06558,10,0.2,"ALP",0.05
"6324",0.17974,10,0.2,"ALP",0.1
"6325",0.28512,10,0.2,"ALP",0.15
"6326",0.37278,10,0.2,"ALP",0.2
"6327",0.43826,10,0.2,"ALP",0.25
"6328",0.49932,10,0.2,"ALP",0.3
"6329",0.552,10,0.2,"ALP",0.35
"6330",0.60248,10,0.2,"ALP",0.4
"6331",0.6496,10,0.2,"ALP",0.45
"6332",0.6976,10,0.2,"ALP",0.5
"6333",0.74166,10,0.2,"ALP",0.55
"6334",0.78538,10,0.2,"ALP",0.6
"6335",0.83072,10,0.2,"ALP",0.65
"6336",0.87044,10,0.2,"ALP",0.7
"6337",0.90836,10,0.2,"ALP",0.75
"6338",0.94024,10,0.2,"ALP",0.8
"6339",0.97018,10,0.2,"ALP",0.85
"6340",0.98934,10,0.2,"ALP",0.9
"6341",0.99932,10,0.2,"ALP",0.95
"6342",0.99998,10,0.2,"ALP",1
"6343",0.00692,10,0.63,"ALP",0.01
"6344",0.10458,10,0.63,"ALP",0.05
"6345",0.16446,10,0.63,"ALP",0.1
"6346",0.21688,10,0.63,"ALP",0.15
"6347",0.26466,10,0.63,"ALP",0.2
"6348",0.31342,10,0.63,"ALP",0.25
"6349",0.36278,10,0.63,"ALP",0.3
"6350",0.41414,10,0.63,"ALP",0.35
"6351",0.46202,10,0.63,"ALP",0.4
"6352",0.5122,10,0.63,"ALP",0.45
"6353",0.55898,10,0.63,"ALP",0.5
"6354",0.60782,10,0.63,"ALP",0.55
"6355",0.65682,10,0.63,"ALP",0.6
"6356",0.7067,10,0.63,"ALP",0.65
"6357",0.7542,10,0.63,"ALP",0.7
"6358",0.80538,10,0.63,"ALP",0.75
"6359",0.84758,10,0.63,"ALP",0.8
"6360",0.90228,10,0.63,"ALP",0.85
"6361",0.93894,10,0.63,"ALP",0.9
"6362",0.99706,10,0.63,"ALP",0.95
"6363",1,10,0.63,"ALP",1
"6364",0.00726,10,0.8,"ALP",0.01
"6365",0.10528,10,0.8,"ALP",0.05
"6366",0.13946,10,0.8,"ALP",0.1
"6367",0.20002,10,0.8,"ALP",0.15
"6368",0.24044,10,0.8,"ALP",0.2
"6369",0.29606,10,0.8,"ALP",0.25
"6370",0.3404,10,0.8,"ALP",0.3
"6371",0.39566,10,0.8,"ALP",0.35
"6372",0.4406,10,0.8,"ALP",0.4
"6373",0.49302,10,0.8,"ALP",0.45
"6374",0.5388,10,0.8,"ALP",0.5
"6375",0.59286,10,0.8,"ALP",0.55
"6376",0.63618,10,0.8,"ALP",0.6
"6377",0.6905,10,0.8,"ALP",0.65
"6378",0.73436,10,0.8,"ALP",0.7
"6379",0.79122,10,0.8,"ALP",0.75
"6380",0.8299,10,0.8,"ALP",0.8
"6381",0.8912,10,0.8,"ALP",0.85
"6382",0.9195,10,0.8,"ALP",0.9
"6383",0.99556,10,0.8,"ALP",0.95
"6384",1,10,0.8,"ALP",1
"6385",0.00648,10,1,"ALP",0.01
"6386",0.1019,10,1,"ALP",0.05
"6387",0.11654,10,1,"ALP",0.1
"6388",0.19394,10,1,"ALP",0.15
"6389",0.22136,10,1,"ALP",0.2
"6390",0.28862,10,1,"ALP",0.25
"6391",0.32536,10,1,"ALP",0.3
"6392",0.385,10,1,"ALP",0.35
"6393",0.42674,10,1,"ALP",0.4
"6394",0.48224,10,1,"ALP",0.45
"6395",0.52582,10,1,"ALP",0.5
"6396",0.582,10,1,"ALP",0.55
"6397",0.62446,10,1,"ALP",0.6
"6398",0.68146,10,1,"ALP",0.65
"6399",0.72258,10,1,"ALP",0.7
"6400",0.78416,10,1,"ALP",0.75
"6401",0.81818,10,1,"ALP",0.8
"6402",0.88654,10,1,"ALP",0.85
"6403",0.90896,10,1,"ALP",0.9
"6404",0.99424,10,1,"ALP",0.95
"6405",1,10,1,"ALP",1
"6406",0.00597333333333333,30,0.01,"ALP",0.01
"6407",0.0479666666666667,30,0.01,"ALP",0.05
"6408",0.144993333333333,30,0.01,"ALP",0.1
"6409",0.27288,30,0.01,"ALP",0.15
"6410",0.40564,30,0.01,"ALP",0.2
"6411",0.52788,30,0.01,"ALP",0.25
"6412",0.636573333333333,30,0.01,"ALP",0.3
"6413",0.722326666666667,30,0.01,"ALP",0.35
"6414",0.79354,30,0.01,"ALP",0.4
"6415",0.847666666666667,30,0.01,"ALP",0.45
"6416",0.888693333333333,30,0.01,"ALP",0.5
"6417",0.92132,30,0.01,"ALP",0.55
"6418",0.944326666666667,30,0.01,"ALP",0.6
"6419",0.961506666666667,30,0.01,"ALP",0.65
"6420",0.97506,30,0.01,"ALP",0.7
"6421",0.98442,30,0.01,"ALP",0.75
"6422",0.990973333333333,30,0.01,"ALP",0.8
"6423",0.99502,30,0.01,"ALP",0.85
"6424",0.997853333333333,30,0.01,"ALP",0.9
"6425",0.999013333333333,30,0.01,"ALP",0.95
"6426",0.999626666666667,30,0.01,"ALP",1
"6427",0.00944,30,0.2,"ALP",0.01
"6428",0.09228,30,0.2,"ALP",0.05
"6429",0.176746666666667,30,0.2,"ALP",0.1
"6430",0.236826666666667,30,0.2,"ALP",0.15
"6431",0.286146666666667,30,0.2,"ALP",0.2
"6432",0.335693333333333,30,0.2,"ALP",0.25
"6433",0.384633333333333,30,0.2,"ALP",0.3
"6434",0.434906666666667,30,0.2,"ALP",0.35
"6435",0.482513333333333,30,0.2,"ALP",0.4
"6436",0.532813333333333,30,0.2,"ALP",0.45
"6437",0.580686666666667,30,0.2,"ALP",0.5
"6438",0.628773333333333,30,0.2,"ALP",0.55
"6439",0.6773,30,0.2,"ALP",0.6
"6440",0.7254,30,0.2,"ALP",0.65
"6441",0.773166666666667,30,0.2,"ALP",0.7
"6442",0.821446666666667,30,0.2,"ALP",0.75
"6443",0.867906666666667,30,0.2,"ALP",0.8
"6444",0.913706666666667,30,0.2,"ALP",0.85
"6445",0.956393333333333,30,0.2,"ALP",0.9
"6446",0.989186666666667,30,0.2,"ALP",0.95
"6447",0.999993333333333,30,0.2,"ALP",1
"6448",0.01658,30,0.63,"ALP",0.01
"6449",0.0749466666666667,30,0.63,"ALP",0.05
"6450",0.124773333333333,30,0.63,"ALP",0.1
"6451",0.174313333333333,30,0.63,"ALP",0.15
"6452",0.223753333333333,30,0.63,"ALP",0.2
"6453",0.274153333333333,30,0.63,"ALP",0.25
"6454",0.323486666666667,30,0.63,"ALP",0.3
"6455",0.372986666666667,30,0.63,"ALP",0.35
"6456",0.42292,30,0.63,"ALP",0.4
"6457",0.473093333333333,30,0.63,"ALP",0.45
"6458",0.522826666666667,30,0.63,"ALP",0.5
"6459",0.571753333333333,30,0.63,"ALP",0.55
"6460",0.622553333333333,30,0.63,"ALP",0.6
"6461",0.671706666666667,30,0.63,"ALP",0.65
"6462",0.72138,30,0.63,"ALP",0.7
"6463",0.770433333333333,30,0.63,"ALP",0.75
"6464",0.82006,30,0.63,"ALP",0.8
"6465",0.869226666666667,30,0.63,"ALP",0.85
"6466",0.917433333333333,30,0.63,"ALP",0.9
"6467",0.966753333333333,30,0.63,"ALP",0.95
"6468",1,30,0.63,"ALP",1
"6469",0.02126,30,0.8,"ALP",0.01
"6470",0.0689866666666667,30,0.8,"ALP",0.05
"6471",0.116786666666667,30,0.8,"ALP",0.1
"6472",0.167113333333333,30,0.8,"ALP",0.15
"6473",0.215986666666667,30,0.8,"ALP",0.2
"6474",0.266,30,0.8,"ALP",0.25
"6475",0.316493333333333,30,0.8,"ALP",0.3
"6476",0.36674,30,0.8,"ALP",0.35
"6477",0.415966666666667,30,0.8,"ALP",0.4
"6478",0.46522,30,0.8,"ALP",0.45
"6479",0.515,30,0.8,"ALP",0.5
"6480",0.56526,30,0.8,"ALP",0.55
"6481",0.614246666666667,30,0.8,"ALP",0.6
"6482",0.6647,30,0.8,"ALP",0.65
"6483",0.7146,30,0.8,"ALP",0.7
"6484",0.763786666666667,30,0.8,"ALP",0.75
"6485",0.813113333333333,30,0.8,"ALP",0.8
"6486",0.862713333333333,30,0.8,"ALP",0.85
"6487",0.9115,30,0.8,"ALP",0.9
"6488",0.96296,30,0.8,"ALP",0.95
"6489",1,30,0.8,"ALP",1
"6490",0.0278066666666667,30,1,"ALP",0.01
"6491",0.0661333333333333,30,1,"ALP",0.05
"6492",0.11004,30,1,"ALP",0.1
"6493",0.162093333333333,30,1,"ALP",0.15
"6494",0.21108,30,1,"ALP",0.2
"6495",0.26166,30,1,"ALP",0.25
"6496",0.310993333333333,30,1,"ALP",0.3
"6497",0.361326666666667,30,1,"ALP",0.35
"6498",0.410493333333333,30,1,"ALP",0.4
"6499",0.461,30,1,"ALP",0.45
"6500",0.509773333333333,30,1,"ALP",0.5
"6501",0.560086666666667,30,1,"ALP",0.55
"6502",0.609446666666667,30,1,"ALP",0.6
"6503",0.65938,30,1,"ALP",0.65
"6504",0.709606666666667,30,1,"ALP",0.7
"6505",0.759526666666667,30,1,"ALP",0.75
"6506",0.808546666666667,30,1,"ALP",0.8
"6507",0.8591,30,1,"ALP",0.85
"6508",0.907566666666667,30,1,"ALP",0.9
"6509",0.96144,30,1,"ALP",0.95
"6510",1,30,1,"ALP",1
"6511",0.006975,56,0.01,"ALP",0.01
"6512",0.0513714285714286,56,0.01,"ALP",0.05
"6513",0.150607142857143,56,0.01,"ALP",0.1
"6514",0.276757142857143,56,0.01,"ALP",0.15
"6515",0.402067857142857,56,0.01,"ALP",0.2
"6516",0.518471428571429,56,0.01,"ALP",0.25
"6517",0.617307142857143,56,0.01,"ALP",0.3
"6518",0.699525,56,0.01,"ALP",0.35
"6519",0.767828571428571,56,0.01,"ALP",0.4
"6520",0.819957142857143,56,0.01,"ALP",0.45
"6521",0.863264285714286,56,0.01,"ALP",0.5
"6522",0.896975,56,0.01,"ALP",0.55
"6523",0.924382142857143,56,0.01,"ALP",0.6
"6524",0.946214285714286,56,0.01,"ALP",0.65
"6525",0.963692857142857,56,0.01,"ALP",0.7
"6526",0.976632142857143,56,0.01,"ALP",0.75
"6527",0.986142857142857,56,0.01,"ALP",0.8
"6528",0.993057142857143,56,0.01,"ALP",0.85
"6529",0.997385714285714,56,0.01,"ALP",0.9
"6530",0.99905,56,0.01,"ALP",0.95
"6531",0.999760714285714,56,0.01,"ALP",1
"6532",0.0132928571428571,56,0.2,"ALP",0.01
"6533",0.091725,56,0.2,"ALP",0.05
"6534",0.151357142857143,56,0.2,"ALP",0.1
"6535",0.201214285714286,56,0.2,"ALP",0.15
"6536",0.250489285714286,56,0.2,"ALP",0.2
"6537",0.299710714285714,56,0.2,"ALP",0.25
"6538",0.349207142857143,56,0.2,"ALP",0.3
"6539",0.399471428571429,56,0.2,"ALP",0.35
"6540",0.448860714285714,56,0.2,"ALP",0.4
"6541",0.497671428571429,56,0.2,"ALP",0.45
"6542",0.547289285714286,56,0.2,"ALP",0.5
"6543",0.596721428571429,56,0.2,"ALP",0.55
"6544",0.645921428571429,56,0.2,"ALP",0.6
"6545",0.695357142857143,56,0.2,"ALP",0.65
"6546",0.744207142857143,56,0.2,"ALP",0.7
"6547",0.792235714285714,56,0.2,"ALP",0.75
"6548",0.840725,56,0.2,"ALP",0.8
"6549",0.888982142857143,56,0.2,"ALP",0.85
"6550",0.935946428571429,56,0.2,"ALP",0.9
"6551",0.979567857142857,56,0.2,"ALP",0.95
"6552",1,56,0.2,"ALP",1
"6553",0.0216285714285714,56,0.63,"ALP",0.01
"6554",0.0651321428571429,56,0.63,"ALP",0.05
"6555",0.1143,56,0.63,"ALP",0.1
"6556",0.164546428571429,56,0.63,"ALP",0.15
"6557",0.213839285714286,56,0.63,"ALP",0.2
"6558",0.263817857142857,56,0.63,"ALP",0.25
"6559",0.313578571428571,56,0.63,"ALP",0.3
"6560",0.363046428571429,56,0.63,"ALP",0.35
"6561",0.413082142857143,56,0.63,"ALP",0.4
"6562",0.462982142857143,56,0.63,"ALP",0.45
"6563",0.512760714285714,56,0.63,"ALP",0.5
"6564",0.562757142857143,56,0.63,"ALP",0.55
"6565",0.612660714285714,56,0.63,"ALP",0.6
"6566",0.662496428571429,56,0.63,"ALP",0.65
"6567",0.712317857142857,56,0.63,"ALP",0.7
"6568",0.761989285714286,56,0.63,"ALP",0.75
"6569",0.811639285714286,56,0.63,"ALP",0.8
"6570",0.861175,56,0.63,"ALP",0.85
"6571",0.910689285714286,56,0.63,"ALP",0.9
"6572",0.959460714285714,56,0.63,"ALP",0.95
"6573",1,56,0.63,"ALP",1
"6574",0.0213821428571429,56,0.8,"ALP",0.01
"6575",0.0607107142857143,56,0.8,"ALP",0.05
"6576",0.110071428571429,56,0.8,"ALP",0.1
"6577",0.159832142857143,56,0.8,"ALP",0.15
"6578",0.209914285714286,56,0.8,"ALP",0.2
"6579",0.259382142857143,56,0.8,"ALP",0.25
"6580",0.309478571428571,56,0.8,"ALP",0.3
"6581",0.359135714285714,56,0.8,"ALP",0.35
"6582",0.408910714285714,56,0.8,"ALP",0.4
"6583",0.458803571428571,56,0.8,"ALP",0.45
"6584",0.509114285714286,56,0.8,"ALP",0.5
"6585",0.558978571428571,56,0.8,"ALP",0.55
"6586",0.608410714285714,56,0.8,"ALP",0.6
"6587",0.658525,56,0.8,"ALP",0.65
"6588",0.707571428571429,56,0.8,"ALP",0.7
"6589",0.758460714285714,56,0.8,"ALP",0.75
"6590",0.8074,56,0.8,"ALP",0.8
"6591",0.857342857142857,56,0.8,"ALP",0.85
"6592",0.907025,56,0.8,"ALP",0.9
"6593",0.956532142857143,56,0.8,"ALP",0.95
"6594",1,56,0.8,"ALP",1
"6595",0.0201321428571429,56,1,"ALP",0.01
"6596",0.0576821428571429,56,1,"ALP",0.05
"6597",0.107107142857143,56,1,"ALP",0.1
"6598",0.157339285714286,56,1,"ALP",0.15
"6599",0.206907142857143,56,1,"ALP",0.2
"6600",0.256807142857143,56,1,"ALP",0.25
"6601",0.306714285714286,56,1,"ALP",0.3
"6602",0.3563,56,1,"ALP",0.35
"6603",0.406614285714286,56,1,"ALP",0.4
"6604",0.456235714285714,56,1,"ALP",0.45
"6605",0.506317857142857,56,1,"ALP",0.5
"6606",0.555882142857143,56,1,"ALP",0.55
"6607",0.605817857142857,56,1,"ALP",0.6
"6608",0.655507142857143,56,1,"ALP",0.65
"6609",0.705396428571429,56,1,"ALP",0.7
"6610",0.755521428571429,56,1,"ALP",0.75
"6611",0.8053,56,1,"ALP",0.8
"6612",0.854746428571429,56,1,"ALP",0.85
"6613",0.905060714285714,56,1,"ALP",0.9
"6614",0.955046428571429,56,1,"ALP",0.95
"6615",1,56,1,"ALP",1
"6616",0.0073575,80,0.01,"ALP",0.01
"6617",0.05383,80,0.01,"ALP",0.05
"6618",0.1566925,80,0.01,"ALP",0.1
"6619",0.2787225,80,0.01,"ALP",0.15
"6620",0.398615,80,0.01,"ALP",0.2
"6621",0.5063725,80,0.01,"ALP",0.25
"6622",0.5977425,80,0.01,"ALP",0.3
"6623",0.6740275,80,0.01,"ALP",0.35
"6624",0.7387475,80,0.01,"ALP",0.4
"6625",0.7907525,80,0.01,"ALP",0.45
"6626",0.8337175,80,0.01,"ALP",0.5
"6627",0.8720625,80,0.01,"ALP",0.55
"6628",0.90191,80,0.01,"ALP",0.6
"6629",0.92854,80,0.01,"ALP",0.65
"6630",0.94976,80,0.01,"ALP",0.7
"6631",0.96713,80,0.01,"ALP",0.75
"6632",0.980435,80,0.01,"ALP",0.8
"6633",0.9898625,80,0.01,"ALP",0.85
"6634",0.99606,80,0.01,"ALP",0.9
"6635",0.9991175,80,0.01,"ALP",0.95
"6636",0.9998725,80,0.01,"ALP",1
"6637",0.01644,80,0.2,"ALP",0.01
"6638",0.0852175,80,0.2,"ALP",0.05
"6639",0.1373375,80,0.2,"ALP",0.1
"6640",0.1872625,80,0.2,"ALP",0.15
"6641",0.2369925,80,0.2,"ALP",0.2
"6642",0.2867325,80,0.2,"ALP",0.25
"6643",0.336355,80,0.2,"ALP",0.3
"6644",0.3863925,80,0.2,"ALP",0.35
"6645",0.436355,80,0.2,"ALP",0.4
"6646",0.4849175,80,0.2,"ALP",0.45
"6647",0.534665,80,0.2,"ALP",0.5
"6648",0.5842675,80,0.2,"ALP",0.55
"6649",0.63363,80,0.2,"ALP",0.6
"6650",0.6826925,80,0.2,"ALP",0.65
"6651",0.73241,80,0.2,"ALP",0.7
"6652",0.7812925,80,0.2,"ALP",0.75
"6653",0.8301525,80,0.2,"ALP",0.8
"6654",0.878705,80,0.2,"ALP",0.85
"6655",0.9271375,80,0.2,"ALP",0.9
"6656",0.9729575,80,0.2,"ALP",0.95
"6657",1,80,0.2,"ALP",1
"6658",0.0206875,80,0.63,"ALP",0.01
"6659",0.0608175,80,0.63,"ALP",0.05
"6660",0.1110475,80,0.63,"ALP",0.1
"6661",0.1604925,80,0.63,"ALP",0.15
"6662",0.21039,80,0.63,"ALP",0.2
"6663",0.26012,80,0.63,"ALP",0.25
"6664",0.31011,80,0.63,"ALP",0.3
"6665",0.3599925,80,0.63,"ALP",0.35
"6666",0.409605,80,0.63,"ALP",0.4
"6667",0.45963,80,0.63,"ALP",0.45
"6668",0.50955,80,0.63,"ALP",0.5
"6669",0.55943,80,0.63,"ALP",0.55
"6670",0.6092,80,0.63,"ALP",0.6
"6671",0.658605,80,0.63,"ALP",0.65
"6672",0.709095,80,0.63,"ALP",0.7
"6673",0.7589375,80,0.63,"ALP",0.75
"6674",0.8086175,80,0.63,"ALP",0.8
"6675",0.858025,80,0.63,"ALP",0.85
"6676",0.9077225,80,0.63,"ALP",0.9
"6677",0.956965,80,0.63,"ALP",0.95
"6678",1,80,0.63,"ALP",1
"6679",0.0179325,80,0.8,"ALP",0.01
"6680",0.057845,80,0.8,"ALP",0.05
"6681",0.107935,80,0.8,"ALP",0.1
"6682",0.1574625,80,0.8,"ALP",0.15
"6683",0.2072625,80,0.8,"ALP",0.2
"6684",0.25725,80,0.8,"ALP",0.25
"6685",0.3067975,80,0.8,"ALP",0.3
"6686",0.356965,80,0.8,"ALP",0.35
"6687",0.406535,80,0.8,"ALP",0.4
"6688",0.456375,80,0.8,"ALP",0.45
"6689",0.5063075,80,0.8,"ALP",0.5
"6690",0.5566175,80,0.8,"ALP",0.55
"6691",0.60631,80,0.8,"ALP",0.6
"6692",0.6559475,80,0.8,"ALP",0.65
"6693",0.705445,80,0.8,"ALP",0.7
"6694",0.75557,80,0.8,"ALP",0.75
"6695",0.805195,80,0.8,"ALP",0.8
"6696",0.85545,80,0.8,"ALP",0.85
"6697",0.905225,80,0.8,"ALP",0.9
"6698",0.9545875,80,0.8,"ALP",0.95
"6699",1,80,0.8,"ALP",1
"6700",0.0152325,80,1,"ALP",0.01
"6701",0.0557,80,1,"ALP",0.05
"6702",0.1056875,80,1,"ALP",0.1
"6703",0.1556,80,1,"ALP",0.15
"6704",0.20563,80,1,"ALP",0.2
"6705",0.2554125,80,1,"ALP",0.25
"6706",0.3052375,80,1,"ALP",0.3
"6707",0.3545625,80,1,"ALP",0.35
"6708",0.4048725,80,1,"ALP",0.4
"6709",0.4550475,80,1,"ALP",0.45
"6710",0.504535,80,1,"ALP",0.5
"6711",0.554185,80,1,"ALP",0.55
"6712",0.6043675,80,1,"ALP",0.6
"6713",0.653795,80,1,"ALP",0.65
"6714",0.70426,80,1,"ALP",0.7
"6715",0.753825,80,1,"ALP",0.75
"6716",0.803395,80,1,"ALP",0.8
"6717",0.853805,80,1,"ALP",0.85
"6718",0.9033825,80,1,"ALP",0.9
"6719",0.953065,80,1,"ALP",0.95
"6720",1,80,1,"ALP",1
"6721",0.00751764705882353,102,0.01,"ALP",0.01
"6722",0.056343137254902,102,0.01,"ALP",0.05
"6723",0.159770588235294,102,0.01,"ALP",0.1
"6724",0.280052941176471,102,0.01,"ALP",0.15
"6725",0.394354901960784,102,0.01,"ALP",0.2
"6726",0.49326862745098,102,0.01,"ALP",0.25
"6727",0.579160784313726,102,0.01,"ALP",0.3
"6728",0.650990196078431,102,0.01,"ALP",0.35
"6729",0.710209803921569,102,0.01,"ALP",0.4
"6730",0.762398039215686,102,0.01,"ALP",0.45
"6731",0.807937254901961,102,0.01,"ALP",0.5
"6732",0.846264705882353,102,0.01,"ALP",0.55
"6733",0.880564705882353,102,0.01,"ALP",0.6
"6734",0.909192156862745,102,0.01,"ALP",0.65
"6735",0.935398039215686,102,0.01,"ALP",0.7
"6736",0.957052941176471,102,0.01,"ALP",0.75
"6737",0.973923529411765,102,0.01,"ALP",0.8
"6738",0.986366666666667,102,0.01,"ALP",0.85
"6739",0.994662745098039,102,0.01,"ALP",0.9
"6740",0.99888431372549,102,0.01,"ALP",0.95
"6741",0.999858823529412,102,0.01,"ALP",1
"6742",0.0177470588235294,102,0.2,"ALP",0.01
"6743",0.0797117647058824,102,0.2,"ALP",0.05
"6744",0.130396078431373,102,0.2,"ALP",0.1
"6745",0.179835294117647,102,0.2,"ALP",0.15
"6746",0.230096078431373,102,0.2,"ALP",0.2
"6747",0.279211764705882,102,0.2,"ALP",0.25
"6748",0.329303921568627,102,0.2,"ALP",0.3
"6749",0.378937254901961,102,0.2,"ALP",0.35
"6750",0.428909803921569,102,0.2,"ALP",0.4
